"","state","state.name","middate","pollster","pollster_id","poll_grade","samplesize","population","clinton","trump","days.until"
"1261","NV","Nevada","10/12/16","CNN/Opinion Research Corp.",30,"A-",698,"likelyvoters",46,44,27
"1262","NV","Nevada","10/12/16","CVOTER International",192,"C+",319,"likelyvoters",48.8,44.8,27
"1263","NV","Nevada","10/12/16","SurveyMonkey",352,"C-",884,"likelyvoters",40,44,27
"1264","NV","Nevada","10/12/16","Google Consumer Surveys",73,"B",253,"likelyvoters",33.6,35.34,27
"1265","NV","Nevada","10/11/16","Public Opinion Strategies",87,"B",600,"likelyvoters",45,39,28
"1266","NV","Nevada","10/11/16","JMC Enterprises",294,"C",600,"likelyvoters",43,41,28
"1267","NV","Nevada","10/10/16","Public Policy Polling",60,"B+",986,"likelyvoters",47,43,29
"1268","NV","Nevada","10/10/16","Clarity Campaign Labs",115,"B",1010,"likelyvoters",43,43,29
"1269","NV","Nevada","10/10/16","Ipsos",25,"A-",292,"likelyvoters",47.68,43.43,29
"1270","NV","Nevada","10/6/16","Google Consumer Surveys",73,"B",186,"likelyvoters",43.81,30.43,33
"1271","NV","Nevada","10/5/16","CVOTER International",192,"C+",320,"likelyvoters",48.3,44.9,34
"1272","NV","Nevada","10/3/16","Emerson College",119,"B",700,"likelyvoters",43,43,36
"1273","NV","Nevada","10/3/16","Ipsos",25,"A-",347,"likelyvoters",40.77,38.73,36
"1274","NV","Nevada","9/30/16","Google Consumer Surveys",73,"B",120,"likelyvoters",35.2,33.06,39
"1275","NV","Nevada","9/29/16","Garin-Hart-Yang Research Group",44,"B+",700,"likelyvoters",44,41,40
"1276","NV","Nevada","9/28/16","Bendixen & Amandi International",NA,"",800,"likelyvoters",45,44,41
"1277","NV","Nevada","9/28/16","Suffolk University",65,"B+",500,"likelyvoters",44.2,38.2,41
"1278","NV","Nevada","9/26/16","Ipsos",25,"A-",342,"likelyvoters",46.23,42.29,43
"1279","NV","Nevada","9/25/16","CVOTER International",192,"C+",536,"likelyvoters",47.1,46.8,44
"1280","NV","Nevada","9/23/16","Google Consumer Surveys",73,"B",173,"likelyvoters",33.96,34.44,46
"1281","NV","Nevada","9/19/16","Fox News/Anderson Robbins Research/Shaw & Company Research",17,"A",704,"likelyvoters",40,43,50
"1282","NV","Nevada","9/19/16","Ipsos",25,"A-",333,"likelyvoters",42.38,43.73,50
"1283","NV","Nevada","9/18/16","CVOTER International",192,"C+",540,"likelyvoters",46.8,46.1,51
"1284","NV","Nevada","9/17/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",800,"likelyvoters",39,42,52
"1285","NV","Nevada","9/17/16","Google Consumer Surveys",73,"B",236,"likelyvoters",32.23,33.54,52
"1286","NV","Nevada","9/14/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",400,"likelyvoters",42,42,55
"1287","NV","Nevada","9/13/16","Insights West",NA,"",398,"likelyvoters",40,42,56
"1288","NV","Nevada","9/12/16","Monmouth University",1,"A+",406,"likelyvoters",42,44,57
"1289","NV","Nevada","9/12/16","Ipsos",25,"A-",294,"likelyvoters",45.03,45.02,57
"1290","NV","Nevada","9/10/16","Google Consumer Surveys",73,"B",207,"likelyvoters",27.78,35.62,59
"1291","NV","Nevada","9/7/16","Marist College",8,"A",627,"likelyvoters",41,42,62
"1292","NV","Nevada","9/6/16","Public Policy Polling",60,"B+",815,"likelyvoters",45,42,63
"1293","NV","Nevada","9/5/16","Ipsos",25,"A-",293,"likelyvoters",37.63,41.48,64
"1294","NV","Nevada","9/3/16","Google Consumer Surveys",73,"B",220,"likelyvoters",34.75,33.81,66
"1295","NV","Nevada","8/29/16","Ipsos",25,"A-",273,"likelyvoters",43.35,40.55,71
"1296","NV","Nevada","8/27/16","Google Consumer Surveys",73,"B",199,"likelyvoters",34.38,33.9,73
"1297","NV","Nevada","8/22/16","Ipsos",25,"A-",225,"likelyvoters",42.89,34.94,78
"1298","NV","Nevada","8/20/16","SurveyMonkey",352,"C-",2776,"registeredvoters",40,37,80
"1299","NV","Nevada","8/20/16","Google Consumer Surveys",73,"B",242,"likelyvoters",30.03,41.46,80
"1300","NV","Nevada","8/16/16","Suffolk University",65,"B+",500,"registeredvoters",43.8,41.6,84
"1301","NV","Nevada","8/15/16","Ipsos",25,"A-",253,"likelyvoters",40.86,38.78,85
"1302","NV","Nevada","8/13/16","Google Consumer Surveys",73,"B",282,"likelyvoters",31.76,35.73,87
"1303","NV","Nevada","8/8/16","Ipsos",25,"A-",350,"likelyvoters",39.99,38.33,92
"1304","NV","Nevada","8/3/16","YouGov",81,"B",993,"likelyvoters",43,41,97
"1305","NV","Nevada","7/30/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",750,"likelyvoters",41,40,101
"1306","NV","Nevada","7/23/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",750,"likelyvoters",38,43,108
"1307","NV","Nevada","7/8/16","Monmouth University",1,"A+",408,"likelyvoters",45,41,123
"1308","NV","Nevada","6/16/16","TargetPoint",333,"C",200,"likelyvoters",45,46,145
"1309","NV","Nevada","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",300,"likelyvoters",44,44,146
"1310","NV","Nevada","5/24/16","Gravis Marketing",181,"B-",1637,"registeredvoters",41,44,168
"1311","NV","Nevada","11/13/15","Morning Consult",NA,"",628,"registeredvoters",41,44,361
"1312","NY","New York","10/17/16","Google Consumer Surveys",73,"B",1165,"likelyvoters",44.04,28.96,22
"1313","NY","New York","10/17/16","Ipsos",25,"A-",346,"likelyvoters",53.73,30.1,22
"1314","NY","New York","10/15/16","Siena College",14,"A",611,"likelyvoters",54,30,24
"1315","NY","New York","10/12/16","CVOTER International",192,"C+",404,"likelyvoters",58.7,37.5,27
"1316","NY","New York","10/12/16","Google Consumer Surveys",73,"B",912,"likelyvoters",47.36,27.7,27
"1317","NY","New York","10/10/16","Ipsos",25,"A-",434,"likelyvoters",52.61,26.67,29
"1318","NY","New York","10/6/16","Google Consumer Surveys",73,"B",875,"likelyvoters",41.72,30.76,33
"1319","NY","New York","10/5/16","CVOTER International",192,"C+",418,"likelyvoters",58.2,37.6,34
"1320","NY","New York","10/3/16","Ipsos",25,"A-",714,"likelyvoters",54.76,31.07,36
"1321","NY","New York","9/30/16","Google Consumer Surveys",73,"B",992,"likelyvoters",43.02,31.27,39
"1322","NY","New York","9/26/16","Ipsos",25,"A-",651,"likelyvoters",49.34,29.05,43
"1323","NY","New York","9/25/16","CVOTER International",192,"C+",701,"likelyvoters",57,39.5,44
"1324","NY","New York","9/23/16","Google Consumer Surveys",73,"B",931,"likelyvoters",42.53,29.4,46
"1325","NY","New York","9/22/16","Marist College",8,"A",676,"likelyvoters",52,31,47
"1326","NY","New York","9/19/16","Ipsos",25,"A-",535,"likelyvoters",52.85,34.06,50
"1327","NY","New York","9/18/16","CVOTER International",192,"C+",724,"likelyvoters",57,39,51
"1328","NY","New York","9/17/16","Google Consumer Surveys",73,"B",844,"likelyvoters",41.56,28.23,52
"1329","NY","New York","9/13/16","Siena College",14,"A",600,"likelyvoters",51,30,56
"1330","NY","New York","9/12/16","Ipsos",25,"A-",544,"likelyvoters",53.44,29.97,57
"1331","NY","New York","9/10/16","Google Consumer Surveys",73,"B",923,"likelyvoters",39.81,31.36,59
"1332","NY","New York","9/5/16","Ipsos",25,"A-",631,"likelyvoters",51.83,30.11,64
"1333","NY","New York","9/3/16","Google Consumer Surveys",73,"B",1033,"likelyvoters",37.34,28.83,66
"1334","NY","New York","8/29/16","Emerson College",119,"B",800,"likelyvoters",52.1,34.2,71
"1335","NY","New York","8/29/16","Ipsos",25,"A-",451,"likelyvoters",50,28.47,71
"1336","NY","New York","8/27/16","Google Consumer Surveys",73,"B",1038,"likelyvoters",41.64,29.9,73
"1337","NY","New York","8/22/16","Ipsos",25,"A-",500,"likelyvoters",53.3,31.38,78
"1338","NY","New York","8/20/16","SurveyMonkey",352,"C-",1405,"registeredvoters",51,31,80
"1339","NY","New York","8/20/16","Google Consumer Surveys",73,"B",947,"likelyvoters",39.08,27.65,80
"1340","NY","New York","8/15/16","Ipsos",25,"A-",1006,"likelyvoters",51.99,29.64,85
"1341","NY","New York","8/13/16","Google Consumer Surveys",73,"B",991,"likelyvoters",41.23,26.04,87
"1342","NY","New York","8/8/16","Siena College",14,"A",717,"registeredvoters",50,25,92
"1343","NY","New York","8/6/16","Gravis Marketing",181,"B-",1717,"registeredvoters",48,34,94
"1344","NY","New York","7/15/16","Quinnipiac University",26,"A-",1104,"registeredvoters",45,33,116
"1345","NY","New York","6/25/16","Siena College",14,"A",803,"registeredvoters",54,31,136
"1346","NY","New York","5/24/16","Siena College",14,"A",825,"registeredvoters",52,31,168
"1347","NY","New York","4/25/16","Siena College",14,"A",802,"registeredvoters",56,30,197
"1348","NY","New York","4/16/16","Emerson College",119,"B",1047,"likelyvoters",55,36,206
"1349","NY","New York","4/8/16","Marist College",8,"A",1987,"registeredvoters",61,32,214
"1350","NY","New York","4/7/16","Baruch College",125,"B-",1306,"registeredvoters",51,35,215
"1351","NY","New York","4/6/16","Emerson College",119,"B",864,"likelyvoters",54,36,216
"1352","NY","New York","4/5/16","Fox News/Anderson Robbins Research/Shaw & Company Research",17,"A",1403,"likelyvoters",53,37,217
"1353","NY","New York","3/25/16","Quinnipiac University",26,"A-",1667,"registeredvoters",53,33,228
"1354","NY","New York","3/15/16","Emerson College",119,"B",768,"likelyvoters",55,36,238
"1355","NY","New York","3/1/16","Siena College",14,"A",800,"registeredvoters",57,34,252
"1356","NY","New York","2/1/16","Siena College",14,"A",930,"registeredvoters",57,32,281
"1357","OH","Ohio","10/18/16","Suffolk University",65,"B+",500,"likelyvoters",45,45,21
"1358","OH","Ohio","10/17/16","Google Consumer Surveys",73,"B",865,"likelyvoters",33.83,38.97,22
"1359","OH","Ohio","10/16/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",875,"likelyvoters",42,43,23
"1360","OH","Ohio","10/13/16","Ipsos",25,"A-",1839,"likelyvoters",43.41,42.75,26
"1361","OH","Ohio","10/13/16","Quinnipiac University",26,"A-",624,"likelyvoters",45,45,26
"1362","OH","Ohio","10/12/16","CNN/Opinion Research Corp.",30,"A-",774,"likelyvoters",44,48,27
"1363","OH","Ohio","10/12/16","CVOTER International",192,"C+",344,"likelyvoters",50.3,46.1,27
"1364","OH","Ohio","10/12/16","SurveyMonkey",352,"C-",1307,"likelyvoters",41,44,27
"1365","OH","Ohio","10/12/16","Google Consumer Surveys",73,"B",782,"likelyvoters",34.87,35.98,27
"1366","OH","Ohio","10/11/16","Marist College",8,"A",724,"likelyvoters",41,42,28
"1367","OH","Ohio","10/11/16","Emerson College",119,"B",600,"likelyvoters",45,43,28
"1368","OH","Ohio","10/10/16","Baldwin Wallace University",NA,"",1152,"likelyvoters",43.2,34.4,29
"1369","OH","Ohio","10/10/16","Ipsos",25,"A-",1490,"likelyvoters",42.15,42.98,29
"1370","OH","Ohio","10/8/16","The Times-Picayune/Lucid",NA,"",1162,"likelyvoters",44,39,31
"1371","OH","Ohio","10/6/16","Google Consumer Surveys",73,"B",794,"likelyvoters",32.41,35.84,33
"1372","OH","Ohio","10/6/16","YouGov",81,"B",997,"likelyvoters",46,42,33
"1373","OH","Ohio","10/5/16","Public Policy Polling",60,"B+",782,"likelyvoters",44,43,34
"1374","OH","Ohio","10/5/16","CVOTER International",192,"C+",341,"likelyvoters",49.8,46,34
"1375","OH","Ohio","10/4/16","TargetSmart/William & Mary",NA,"",812,"likelyvoters",43.2,40.3,35
"1376","OH","Ohio","10/3/16","Ipsos",25,"A-",609,"likelyvoters",46.21,42.56,36
"1377","OH","Ohio","10/2/16","Monmouth University",1,"A+",405,"likelyvoters",44,42,37
"1378","OH","Ohio","10/2/16","University of Akron",NA,"",1004,"likelyvoters",41,38,37
"1379","OH","Ohio","9/30/16","Google Consumer Surveys",73,"B",871,"likelyvoters",36.04,33.55,39
"1380","OH","Ohio","9/29/16","Anzalone Liszt Grove Research",323,"C",800,"likelyvoters",44,42,40
"1381","OH","Ohio","9/29/16","Quinnipiac University",26,"A-",497,"likelyvoters",42,47,40
"1382","OH","Ohio","9/26/16","Ipsos",25,"A-",557,"likelyvoters",44.36,42.81,43
"1383","OH","Ohio","9/25/16","CVOTER International",192,"C+",548,"likelyvoters",47.6,48.9,44
"1384","OH","Ohio","9/23/16","Google Consumer Surveys",73,"B",737,"likelyvoters",31.94,35.09,46
"1385","OH","Ohio","9/22/16","Gravis Marketing",181,"B-",850,"registeredvoters",42,43,47
"1386","OH","Ohio","9/19/16","Fox News/Anderson Robbins Research/Shaw & Company Research",17,"A",737,"likelyvoters",37,42,50
"1387","OH","Ohio","9/19/16","Ipsos",25,"A-",407,"likelyvoters",46.34,42.88,50
"1388","OH","Ohio","9/18/16","TargetSmart/William & Mary",NA,"",652,"likelyvoters",40,37,51
"1389","OH","Ohio","9/18/16","CVOTER International",192,"C+",554,"likelyvoters",47.5,48.5,51
"1390","OH","Ohio","9/17/16","Google Consumer Surveys",73,"B",846,"likelyvoters",33.76,32.71,52
"1391","OH","Ohio","9/14/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",400,"likelyvoters",39,41,55
"1392","OH","Ohio","9/13/16","Suffolk University",65,"B+",500,"likelyvoters",39,42,56
"1393","OH","Ohio","9/12/16","Ipsos",25,"A-",450,"likelyvoters",47.21,43.52,57
"1394","OH","Ohio","9/10/16","Selzer & Company",3,"A+",802,"likelyvoters",39,44,59
"1395","OH","Ohio","9/10/16","Google Consumer Surveys",73,"B",828,"likelyvoters",31.14,34.34,59
"1396","OH","Ohio","9/9/16","CNN/Opinion Research Corp.",30,"A-",769,"likelyvoters",41,46,60
"1397","OH","Ohio","9/8/16","YouGov",81,"B",994,"likelyvoters",46,39,61
"1398","OH","Ohio","9/5/16","Ipsos",25,"A-",458,"likelyvoters",47.39,45.5,64
"1399","OH","Ohio","9/3/16","Google Consumer Surveys",73,"B",837,"likelyvoters",29.08,35.47,66
"1400","OH","Ohio","9/2/16","Quinnipiac University",26,"A-",775,"likelyvoters",37,41,67
"1401","OH","Ohio","8/29/16","Ipsos",25,"A-",375,"likelyvoters",43.1,45.95,71
"1402","OH","Ohio","8/27/16","Google Consumer Surveys",73,"B",837,"likelyvoters",28.93,34.5,73
"1403","OH","Ohio","8/26/16","Public Policy Polling",60,"B+",1134,"likelyvoters",46,42,74
"1404","OH","Ohio","8/26/16","Emerson College",119,"B",800,"likelyvoters",42.5,43.4,74
"1405","OH","Ohio","8/22/16","Ipsos",25,"A-",392,"likelyvoters",47.24,40.69,78
"1406","OH","Ohio","8/20/16","SurveyMonkey",352,"C-",2543,"registeredvoters",37,40,80
"1407","OH","Ohio","8/20/16","Google Consumer Surveys",73,"B",772,"likelyvoters",30.73,35.27,80
"1408","OH","Ohio","8/19/16","Monmouth University",1,"A+",402,"likelyvoters",43,39,81
"1409","OH","Ohio","8/18/16","YouGov",81,"B",997,"likelyvoters",46,40,82
"1410","OH","Ohio","8/15/16","Ipsos",25,"A-",844,"likelyvoters",45.31,38.71,85
"1411","OH","Ohio","8/13/16","Google Consumer Surveys",73,"B",810,"likelyvoters",29.53,33.7,87
"1412","OH","Ohio","8/5/16","Marist College",8,"A",889,"registeredvoters",39,35,95
"1413","OH","Ohio","8/3/16","Quinnipiac University",26,"A-",812,"likelyvoters",44,42,97
"1414","OH","Ohio","7/19/16","Suffolk University",65,"B+",500,"likelyvoters",42.6,38.6,112
"1415","OH","Ohio","7/14/16","YouGov",81,"B",1104,"likelyvoters",44,40,117
"1416","OH","Ohio","7/7/16","Marist College",8,"A",848,"registeredvoters",38,35,124
"1417","OH","Ohio","7/5/16","Quinnipiac University",26,"A-",955,"registeredvoters",36,37,126
"1418","OH","Ohio","6/27/16","Gravis Marketing",181,"B-",1270,"registeredvoters",49,47.5,134
"1419","OH","Ohio","6/25/16","RABA Research",252,"C+",599,"likelyvoters",41,38,136
"1420","OH","Ohio","6/16/16","Evolving Strategies",NA,"",617,"likelyvoters",41,34,145
"1421","OH","Ohio","6/16/16","TargetPoint",333,"C",200,"likelyvoters",46,43,145
"1422","OH","Ohio","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",300,"likelyvoters",41,41,146
"1423","OH","Ohio","6/13/16","Quinnipiac University",26,"A-",971,"registeredvoters",38,36,148
"1424","OH","Ohio","5/20/16","Zogby Interactive/JZ Analytics",344,"C-",679,"likelyvoters",38,33,172
"1425","OH","Ohio","5/17/16","YouGov",81,"B",992,"likelyvoters",44,39,175
"1426","OH","Ohio","5/2/16","Quinnipiac University",26,"A-",1042,"registeredvoters",39,43,190
"1427","OH","Ohio","3/7/16","Marist College",8,"A",2052,"registeredvoters",48,42,246
"1428","OH","Ohio","3/4/16","CNN/Opinion Research Corp.",30,"A-",884,"registeredvoters",50,43,249
"1429","OH","Ohio","2/18/16","Quinnipiac University",26,"A-",1539,"registeredvoters",42,44,264
"1430","OH","Ohio","2/15/16","Baldwin Wallace University",NA,"",825,"likelyvoters",37,39,267
"1431","OK","Oklahoma","10/17/16","Google Consumer Surveys",73,"B",249,"likelyvoters",27.45,41.34,22
"1432","OK","Oklahoma","10/12/16","CVOTER International",192,"C+",317,"likelyvoters",33.5,62.6,27
"1433","OK","Oklahoma","10/12/16","Google Consumer Surveys",73,"B",216,"likelyvoters",33.66,44.49,27
"1434","OK","Oklahoma","10/10/16","Ipsos",25,"A-",381,"likelyvoters",36.08,51.27,29
"1435","OK","Oklahoma","10/6/16","Google Consumer Surveys",73,"B",226,"likelyvoters",33.48,41.63,33
"1436","OK","Oklahoma","10/5/16","CVOTER International",192,"C+",319,"likelyvoters",33.8,61.7,34
"1437","OK","Oklahoma","10/3/16","Ipsos",25,"A-",432,"likelyvoters",36,51.26,36
"1438","OK","Oklahoma","9/30/16","Google Consumer Surveys",73,"B",254,"likelyvoters",28.99,39.64,39
"1439","OK","Oklahoma","9/26/16","Ipsos",25,"A-",419,"likelyvoters",33.22,53.2,43
"1440","OK","Oklahoma","9/25/16","CVOTER International",192,"C+",508,"likelyvoters",32,64.5,44
"1441","OK","Oklahoma","9/23/16","Google Consumer Surveys",73,"B",163,"likelyvoters",22.59,35.91,46
"1442","OK","Oklahoma","9/19/16","Ipsos",25,"A-",370,"likelyvoters",31.34,53.86,50
"1443","OK","Oklahoma","9/18/16","CVOTER International",192,"C+",506,"likelyvoters",32.1,63.7,51
"1444","OK","Oklahoma","9/17/16","Google Consumer Surveys",73,"B",198,"likelyvoters",27.82,44.2,52
"1445","OK","Oklahoma","9/14/16","SoonerPoll.com",83,"B",515,"likelyvoters",35.6,50.9,55
"1446","OK","Oklahoma","9/12/16","Ipsos",25,"A-",332,"likelyvoters",29.57,54.94,57
"1447","OK","Oklahoma","9/10/16","Google Consumer Surveys",73,"B",231,"likelyvoters",21.6,44.62,59
"1448","OK","Oklahoma","9/5/16","Ipsos",25,"A-",313,"likelyvoters",32.12,53.18,64
"1449","OK","Oklahoma","9/3/16","Google Consumer Surveys",73,"B",244,"likelyvoters",29.34,44.56,66
"1450","OK","Oklahoma","8/29/16","Ipsos",25,"A-",313,"likelyvoters",33.33,52.43,71
"1451","OK","Oklahoma","8/27/16","Google Consumer Surveys",73,"B",244,"likelyvoters",28.72,37.06,73
"1452","OK","Oklahoma","8/22/16","Ipsos",25,"A-",288,"likelyvoters",36.51,48.41,78
"1453","OK","Oklahoma","8/20/16","SurveyMonkey",352,"C-",1041,"registeredvoters",26,49,80
"1454","OK","Oklahoma","8/20/16","Google Consumer Surveys",73,"B",245,"likelyvoters",24.4,42.18,80
"1455","OK","Oklahoma","8/15/16","Ipsos",25,"A-",320,"likelyvoters",31.99,54.42,85
"1456","OK","Oklahoma","8/13/16","Google Consumer Surveys",73,"B",240,"likelyvoters",27.28,39.25,87
"1457","OK","Oklahoma","8/8/16","Ipsos",25,"A-",386,"likelyvoters",29.21,58.44,92
"1458","OK","Oklahoma","7/22/16","SoonerPoll.com",83,"B",298,"likelyvoters",28.6,53,109
"1459","OK","Oklahoma","5/3/16","Cole Hargrave Snodgrass & Associates",79,"B",500,"registeredvoters",28,48,189
"1460","OR","Oregon","10/17/16","Google Consumer Surveys",73,"B",470,"likelyvoters",47.73,23.55,22
"1461","OR","Oregon","10/12/16","CVOTER International",192,"C+",324,"likelyvoters",51.1,42.5,27
"1462","OR","Oregon","10/12/16","Google Consumer Surveys",73,"B",358,"likelyvoters",43.67,24.5,27
"1463","OR","Oregon","10/11/16","SurveyUSA",12,"A",654,"likelyvoters",48,38,28
"1464","OR","Oregon","10/10/16","Ipsos",25,"A-",644,"likelyvoters",46.28,37.24,29
"1465","OR","Oregon","10/9/16","Davis, Hibbitts & Midghall, Inc.",71,"B",600,"likelyvoters",43,36,30
"1466","OR","Oregon","10/9/16","Riley Research Associates",56,"B+",608,"likelyvoters",46,36,30
"1467","OR","Oregon","10/6/16","Google Consumer Surveys",73,"B",382,"likelyvoters",48.54,23.82,33
"1468","OR","Oregon","10/6/16","Ipsos",25,"A-",490,"likelyvoters",46.96,37.05,33
"1469","OR","Oregon","10/5/16","CVOTER International",192,"C+",320,"likelyvoters",50.6,42.5,34
